L1,L2,L3,GROUP_DVS_CD,관리 계정 코드,계정코드,,계정명,,원가종류,계정구분,상위계정,계정코드,,계정명,,원가종류,계정구분,상위계정,계정코드,,계정명,,계정코드,,계정명,,계정코드,,계정명
,,,ETC,OP-105,50151799,1,원가)세금과공과(기타),,용역원가,경 비 (5015),원가)세금과공과 (501517),50151799,1,원가)세금과공과(기타),,용역원가,경 비 (5015),원가)세금과공과 (501517),50151799,1,원가)세금과공과(기타),,,,,,,,
,,,ETC,OP-105,,,,,,,,,,,,용역원가,경 비 (5015),원가)지급수수료 (501531),50153107,1,원가)지급수수료(수입증지대),,,,,,,,
,,시설수선비,ETC,OP-106,60113701,1,수선비(건물수리),,일반관리비,판매비및일반관리비 (6011),수선비 (601137),60113701,1,수선비(건물수리),,일반관리비,판매비및일반관리비 (6011),수선비 (601137),60113701,1,수선비(건물수리),,743,,수선비,,827,,수선비
,,,ETC,OP-106,60113705,1,수선비(비품),,일반관리비,판매비및일반관리비 (6011),수선비 (601137),60113705,1,수선비(비품),,일반관리비,판매비및일반관리비 (6011),수선비 (601137),60113705,1,수선비(비품),,,,,,741,,유지보수료
,,,ETC,OP-106,60113799,1,수선비(기타),,일반관리비,판매비및일반관리비 (6011),수선비 (601137),60113799,1,수선비(기타),,일반관리비,판매비및일반관리비 (6011),수선비 (601137),60113799,1,수선비(기타),,,,,,720,,수선비
,,,ETC,OP-106,60113703,1,수선비(공구),,일반관리비,판매비및일반관리비 (6011),수선비 (601137),60113703,1,수선비(공구),,일반관리비,판매비및일반관리비 (6011),수선비 (601137),60113703,1,수선비(공구),,,,,,,,
,,,ETC,OP-106,60114761,1,경상시험연구비(수선비),,일반관리비,판매비및일반관리비 (6011),경상시험연구비 (601147),60114761,1,경상시험연구비(수선비),,일반관리비,판매비및일반관리비 (6011),경상시험연구비 (601147),60114761,1,경상시험연구비(수선비),,,,,,,,
,,,ETC,OP-106,50150701,1,원가)수선비(건물),,용역원가,경 비 (5015),원가)수선비 (501507),50150701,1,원가)수선비(건물),,용역원가,경 비 (5015),원가)수선비 (501507),50150701,1,원가)수선비(건물),,,,,,,,
,,,ETC,OP-106,50150705,1,원가)수선비(비품),,용역원가,경 비 (5015),원가)수선비 (501507),50150705,1,원가)수선비(비품),,용역원가,경 비 (5015),원가)수선비 (501507),50150705,1,원가)수선비(비품),,,,,,,,
,,,ETC,OP-106,50150799,1,원가)수선비(기타),,용역원가,경 비 (5015),원가)수선비 (501507),50150799,1,원가)수선비(기타),,용역원가,경 비 (5015),원가)수선비 (501507),50150799,1,원가)수선비(기타),,,,,,,,
,,,ETC,OP-106,50150703,1,원가)수선비(공구),,용역원가,경 비 (5015),원가)수선비 (501507),50150703,1,원가)수선비(공구),,용역원가,경 비 (5015),원가)수선비 (501507),50150703,1,원가)수선비(공구),,,,,,,,
,,,ETC,OP-106,,,,,,,,,,,,,유형자산 (1033),구축물 (103307),10330701,1,구축물,,,,,,,,
,,,ETC,OP-106,,,,,,,,,,,,,유형자산 (1033),구축물감가상각누계액 (103309),10330901,1,구축물감가상각누계액,,,,,,,,
,,시설운영비,ETC,OP-107,60113501,1,감가상각비(건물),,일반관리비,판매비및일반관리비 (6011),감가상각비 (601135),60113501,1,감가상각비(건물),,일반관리비,판매비및일반관리비 (6011),감가상각비 (601135),60113501,1,감가상각비(건물),,,,,,,,
,,,ETC,OP-107,60113503,1,감가상각비(차량),,일반관리비,판매비및일반관리비 (6011),감가상각비 (601135),60113503,1,감가상각비(차량),,일반관리비,판매비및일반관리비 (6011),감가상각비 (601135),60113503,1,감가상각비(차량),,,,,,,,
,,,ETC,OP-107,60113505,1,감가상각비(공구),,일반관리비,판매비및일반관리비 (6011),감가상각비 (601135),60113505,1,감가상각비(공구),,일반관리비,판매비및일반관리비 (6011),감가상각비 (601135),60113505,1,감가상각비(공구),,,,,,,,
,,,ETC,OP-107,60113507,1,감가상각비(집기비품),,일반관리비,판매비및일반관리비 (6011),감가상각비 (601135),60113507,1,감가상각비(집기비품),,일반관리비,판매비및일반관리비 (6011),감가상각비 (601135),60113507,1,감가상각비(집기비품),,,,,,,,
,사무운영비,보험료,ETC,OP-201,60115101,1,보험료(화재보험료),,일반관리비,판매비및일반관리비 (6011),보험료 (601151),60115101,1,보험료(화재보험료),,일반관리비,판매비및일반관리비 (6011),보험료 (601151),60115101,1,보험료(화재보험료),,821,,보험료,,821,,보험료
,,,ETC,OP-201,60115103,1,보험료(자동차보험료),,일반관리비,판매비및일반관리비 (6011),보험료 (601151),60115103,1,보험료(자동차보험료),,일반관리비,판매비및일반관리비 (6011),보험료 (601151),60115103,1,보험료(자동차보험료),,,,,,721,,보험료
,,,ETC,OP-201,60115105,1,보험료(입찰보증보험),,일반관리비,판매비및일반관리비 (6011),보험료 (601151),60115105,1,보험료(입찰보증보험),,일반관리비,판매비및일반관리비 (6011),보험료 (601151),60115105,1,보험료(입찰보증보험),,,,,,,,
,,,ETC,OP-201,60115107,1,보험료(계약보험료),,일반관리비,판매비및일반관리비 (6011),보험료 (601151),60115107,1,보험료(계약보험료),,일반관리비,판매비및일반관리비 (6011),보험료 (601151),60115107,1,보험료(계약보험료),,,,,,,,
,,,ETC,OP-201,60115109,1,보험료(선급급보증보험),,일반관리비,판매비및일반관리비 (6011),보험료 (601151),60115109,1,보험료(선급급보증보험),,일반관리비,판매비및일반관리비 (6011),보험료 (601151),60115109,1,보험료(선급급보증보험),,,,,,,,
,,,ETC,OP-201,60115111,1,보험료(차액보증보험),,일반관리비,판매비및일반관리비 (6011),보험료 (601151),60115111,1,보험료(차액보증보험),,일반관리비,판매비및일반관리비 (6011),보험료 (601151),60115111,1,보험료(차액보증보험),,,,,,,,
,,,ETC,OP-201,60115113,1,보험료(하자보험료),,일반관리비,판매비및일반관리비 (6011),보험료 (601151),60115113,1,보험료(하자보험료),,일반관리비,판매비및일반관리비 (6011),보험료 (601151),60115113,1,보험료(하자보험료),,,,,,,,
,,,ETC,OP-201,60115115,1,보험료(손해배상보증보험),,일반관리비,판매비및일반관리비 (6011),보험료 (601151),60115115,1,보험료(손해배상보증보험),,일반관리비,판매비및일반관리비 (6011),보험료 (601151),60115115,1,보험료(손해배상보증보험),,,,,,,,
,,,ETC,OP-201,,,,,일반관리비,판매비및일반관리비 (6011),보험료 (601151),60115199,1,보험료(기타),,일반관리비,판매비및일반관리비 (6011),보험료 (601151),60115199,1,보험료(기타),,,,,,,,
,,,ETC,OP-201,60114731,1,경상시험연구비(보험료),,일반관리비,판매비및일반관리비 (6011),경상시험연구비 (601147),60114731,1,경상시험연구비(보험료),,일반관리비,판매비및일반관리비 (6011),경상시험연구비 (601147),60114731,1,경상시험연구비(보험료),,,,,,,,
,,,ETC,OP-201,50151901,1,원가)보험료(화재보험료),,용역원가,경 비 (5015),원가)보험료 (501519),50151901,1,원가)보험료(화재보험료),,용역원가,경 비 (5015),원가)보험료 (501519),50151901,1,원가)보험료(화재보험료),,,,,,,,
,,,ETC,OP-201,50151903,1,원가)보험료(자동차보험료),,용역원가,경 비 (5015),원가)보험료 (501519),50151903,1,원가)보험료(자동차보험료),,용역원가,경 비 (5015),원가)보험료 (501519),50151903,1,원가)보험료(자동차보험료),,,,,,,,
,,,ETC,OP-201,50151905,1,원가)보험료(입찰보증보험),,용역원가,경 비 (5015),원가)보험료 (501519),50151905,1,원가)보험료(입찰보증보험),,용역원가,경 비 (5015),원가)보험료 (501519),50151905,1,원가)보험료(입찰보증보험),,,,,,,,
,,,ETC,OP-201,50151907,1,원가)보험료(계약보험료),,용역원가,경 비 (5015),원가)보험료 (501519),50151907,1,원가)보험료(계약보험료),,용역원가,경 비 (5015),원가)보험료 (501519),50151907,1,원가)보험료(계약보험료),,,,,,,,
,,,ETC,OP-201,50151909,1,원가)보험료(선급급보증보험),,용역원가,경 비 (5015),원가)보험료 (501519),50151909,1,원가)보험료(선급급보증보험),,용역원가,경 비 (5015),원가)보험료 (501519),50151909,1,원가)보험료(선급급보증보험),,,,,,,,
,,,ETC,OP-201,50151911,1,원가)보험료(차액보증보험),,용역원가,경 비 (5015),원가)보험료 (501519),50151911,1,원가)보험료(차액보증보험),,용역원가,경 비 (5015),원가)보험료 (501519),50151911,1,원가)보험료(차액보증보험),,,,,,,,
,,,ETC,OP-201,50151913,1,원가)보험료(하자보험료),,용역원가,경 비 (5015),원가)보험료 (501519),50151913,1,원가)보험료(하자보험료),,용역원가,경 비 (5015),원가)보험료 (501519),50151913,1,원가)보험료(하자보험료),,,,,,,,
,,,ETC,OP-201,50151915,1,원가)보험료(손해배상보증보험),,용역원가,경 비 (5015),원가)보험료 (501519),50151915,1,원가)보험료(손해배상보증보험),,용역원가,경 비 (5015),원가)보험료 (501519),50151915,1,원가)보험료(손해배상보증보험),,,,,,,,
,,,ETC,OP-201,50151999,1,원가)보험료(기타),,용역원가,경 비 (5015),원가)보험료 (501519),50151999,1,원가)보험료(기타),,용역원가,경 비 (5015),원가)보험료 (501519),50151999,1,원가)보험료(기타),,,,,,,,
,,,ETC,OP-201,,,,,,,,,,,,용역원가,경 비 (5015),원가)보험료 (501519),50151923,1,원가)보험료(수출보증보험),,,,,,,,
,,비품,ETC,OP-202,60114105,1,지급임차료(복사기임차),,일반관리비,판매비및일반관리비 (6011),지급임차료 (601141),60114105,1,지급임차료(복사기임차),,일반관리비,판매비및일반관리비 (6011),지급임차료 (601141),60114105,1,지급임차료(복사기임차),,212,,비품,,829,,사무용품비
,,,ETC,OP-202,60114102,1,지급임차료(기타렌탈),,일반관리비,판매비및일반관리비 (6011),지급임차료 (601141),60114102,1,지급임차료(기타렌탈),,일반관리비,판매비및일반관리비 (6011),지급임차료 (601141),60114102,1,지급임차료(장비공기구임차),,,,,,729,,사무용품비
,,,ETC,OP-202,10333101,1,비품,,일반관리비,유형자산 (1033),비품 (103331),10333101,1,비품,,일반관리비,유형자산 (1033),비품 (103331),10333101,1,비품,,,,,,212,,비품(비품)
,,,ETC,OP-202,10332701,1,공구와기구(일반),,,유형자산 (1033),공구와기구 (103327),10332701,1,공구와기구(일반),,,유형자산 (1033),공구와기구 (103327),10332701,1,공구와기구(일반),,,,,,210,,공구와기구(공구)
,,,ETC,OP-202,50151107,1,원가)지급임차료(복사기렌탈),,용역원가,경 비 (5015),원가)지급임차료 (501511),50151107,1,원가)지급임차료(복사기렌탈),,용역원가,경 비 (5015),원가)지급임차료 (501511),50151107,1,원가)지급임차료(복사기렌탈),,,,,,,,
,,,ETC,OP-202,50151109,1,원가)지급임차료(기타렌탈),,용역원가,경 비 (5015),원가)지급임차료 (501511),50151109,1,원가)지급임차료(기타렌탈),,용역원가,경 비 (5015),원가)지급임차료 (501511),50151109,1,원가)지급임차료(기타렌탈),,,,,,,,
,,,ETC,OP-202,50151103,1,"원가)지급임차료(장비,공기구렌탈)",,용역원가,경 비 (5015),원가)지급임차료 (501511),50151103,1,"원가)지급임차료(장비,공기구렌탈)",,용역원가,경 비 (5015),원가)지급임차료 (501511),50151103,1,"원가)지급임차료(장비,공기구렌탈)",,,,,,,,
,,소모품,ETC,OP-203,50151301,1,원가)소모품비(사무용품비),,용역원가,경 비 (5015),원가)소모품비 (501513),50151301,1,원가)소모품비(사무용품비),,용역원가,경 비 (5015),원가)소모품비 (501513),50151301,1,원가)소모품비(사무용품비),,829,,사무용품비,,830,,소모품비
,,,ETC,OP-203,50151399,1,원가)소모품비(기타),,용역원가,경 비 (5015),원가)소모품비 (501513),50151399,1,원가)소모품비(기타),,용역원가,경 비 (5015),원가)소모품비 (501513),50151399,1,원가)소모품비(기타),,,,,,739,,소모자재비
,,,ETC,OP-203,50151303,1,원가)소모품비(감리현장),,용역원가,경 비 (5015),원가)소모품비 (501513),50151303,1,원가)소모품비(감리현장),,용역원가,경 비 (5015),원가)소모품비 (501513),50151303,1,원가)소모품비(사무용품비(현장)),,,,,,730,,소모품비
,,,ETC,OP-203,50151307,1,원가)소모품비(감리현장운영비),,용역원가,경 비 (5015),원가)소모품비 (501513),50151307,1,원가)소모품비(감리현장운영비),,,,,,,,,,,,,,,
,,,ETC,OP-203,,,,,용역원가,경 비 (5015),원가)소모품비 (501513),50151309,1,원가)소모품비(안전관리장비),,용역원가,경 비 (5015),원가)소모품비 (501513),50151309,1,원가)소모품비(기타(현장)),,,,,,,,
,,,ETC,OP-203,60114740,1,경상시험연구비(소모품비(연구)),,일반관리비,판매비및일반관리비 (6011),경상시험연구비 (601147),60114740,1,경상시험연구비(소모품비(연구)),,일반관리비,판매비및일반관리비 (6011),경상시험연구비 (601147),60114740,1,경상시험연구비(소모품비(연구)),,,,,,,,
,,,ETC,OP-203,60114301,1,소모품비(사무용품비),,일반관리비,판매비및일반관리비 (6011),소모품비 (601143),60114301,1,소모품비(사무용품비),,일반관리비,판매비및일반관리비 (6011),소모품비 (601143),60114301,1,소모품비(사무용품비),,,,,,,,
,,,ETC,OP-203,60114303,1,소모품비(사무용품비(공통)),,일반관리비,판매비및일반관리비 (6011),소모품비 (601143),60114303,1,소모품비(사무용품비(공통)),,일반관리비,판매비및일반관리비 (6011),소모품비 (601143),60114303,1,소모품비(사무용품비(공통)),,,,,,,,
,,,ETC,OP-203,60114398,1,소모품비(기타),,일반관리비,판매비및일반관리비 (6011),소모품비 (601143),60114398,1,소모품비(기타),,일반관리비,판매비및일반관리비 (6011),소모품비 (601143),60114398,1,소모품비(기타),,,,,,,,
,,,ETC,OP-203,60114399,1,소모품비(기타(공통)),,일반관리비,판매비및일반관리비 (6011),소모품비 (601143),60114399,1,소모품비(기타(공통)),,일반관리비,판매비및일반관리비 (6011),소모품비 (601143),60114399,1,소모품비(기타(공통)),,,,,,,,
,,통신비,ETC,OP-204,60116199,1,통신비(기타),,일반관리비,판매비및일반관리비 (6011),통신비 (601161),60116199,1,통신비(기타),,일반관리비,판매비및일반관리비 (6011),통신비 (601161),60116199,1,통신비(기타),,814,,통신비,,814,,통신비
,,,ETC,OP-204,,,,,일반관리비,판매비및일반관리비 (6011),통신비 (601161),60116103,1,"통신비(우편,등기)",,일반관리비,판매비및일반관리비 (6011),통신비 (601161),60116103,1,"통신비(우편료,등기)",,,,,,714,,통신비
,,,ETC,OP-204,,,,,일반관리비,판매비및일반관리비 (6011),통신비 (601161),60116105,1,통신비(퀵서비스),,일반관리비,판매비및일반관리비 (6011),통신비 (601161),60116101,1,"통신비(전화료,FAX)",,,,,,,,
,,,ETC,OP-204,60114745,1,경상시험연구비(통신비),,일반관리비,판매비및일반관리비 (6011),경상시험연구비 (601147),60114745,1,경상시험연구비(통신비),,일반관리비,판매비및일반관리비 (6011),경상시험연구비 (601147),60114745,1,경상시험연구비(통신비),,,,,,,,
,,,ETC,OP-204,,,,,용역원가,경 비 (5015),원가)통신비 (501529),50152903,1,"원가)통신비(우편,등기)",,용역원가,경 비 (5015),원가)통신비 (501529),50152903,1,"원가)통신비(우편료,등기)",,,,,,,,
,,,ETC,OP-204,,,,,용역원가,경 비 (5015),원가)통신비 (501529),50152905,1,원가)통신비(퀵서비스),,용역원가,경 비 (5015),원가)통신비 (501529),50152901,1,"원가)통신비(전화료,FAX)",,,,,,,,
,,,ETC,OP-204,50152999,1,원가)통신비(기타),,용역원가,경 비 (5015),원가)통신비 (501529),50152999,1,원가)통신비(기타),,용역원가,경 비 (5015),원가)통신비 (501529),50152999,1,원가)통신비(기타),,,,,,,,
,환경/안전관리비,환경/안전관리비,ETC,OP-301,60119001,1,건물관리소모품,,일반관리비,판매비및일반관리비 (6011),건물관리비 (601190),60119001,1,건물관리소모품,,,,,,,,,850,,안전관리비(본사),,803,,안전관리비(본사)
,,,ETC,OP-301,60119002,1,건물관리(지급수수료),,일반관리비,판매비및일반관리비 (6011),건물관리비 (601190),60119002,1,건물관리(지급수수료),,,,,,,,,744,,안전관리비(현장),,751,,산업안전보건관리비
,,,ETC,OP-301,,,,,,,,,,,,,,,,,,,,,,,603,,안전관리비(현장)
,,,ETC,OP-301,,,,,,,,,,,,,,,,,,,,,,,651,,산업안전보건관리비
,,,ETC,OP-301,,,,,,,,,,,,,,,,,,,,,,,749,,폐기물처리비
,차량/운송비,차량유지비,ETC,OP-401,60113903,1,차량유지비(유류대),,일반관리비,판매비및일반관리비 (6011),차량유지비 (601139),60113903,1,차량유지비(유류대),,일반관리비,판매비및일반관리비 (6011),차량유지비 (601139),60113903,1,차량유지비(유류대),,822,,차량유지비,,822,,차량유지비
,,,ETC,OP-401,60113905,1,차량유지비(주차비),,일반관리비,판매비및일반관리비 (6011),차량유지비 (601139),60113905,1,차량유지비(주차비),,일반관리비,판매비및일반관리비 (6011),차량유지비 (601139),60113905,1,차량유지비(주차비),,732,,유류비,,722,,차량유지비
,,,ETC,OP-401,60113907,1,차량유지비(통행료),,일반관리비,판매비및일반관리비 (6011),차량유지비 (601139),60113907,1,차량유지비(통행료),,일반관리비,판매비및일반관리비 (6011),차량유지비 (601139),60113907,1,차량유지비(통행료),,,,,,,,
,,,ETC,OP-401,60113909,1,차량유지비(수리비),,일반관리비,판매비및일반관리비 (6011),차량유지비 (601139),60113909,1,차량유지비(수리비),,일반관리비,판매비및일반관리비 (6011),차량유지비 (601139),60113909,1,차량유지비(수리비),,,,,,,,
,,,ETC,OP-401,60113911,1,차량유지비(차량소모품비),,일반관리비,판매비및일반관리비 (6011),차량유지비 (601139),60113911,1,차량유지비(차량소모품비),,일반관리비,판매비및일반관리비 (6011),차량유지비 (601139),60113911,1,차량유지비(차량소모품비),,,,,,,,
,,,ETC,OP-401,60113999,1,차량유지비(기타),,일반관리비,판매비및일반관리비 (6011),차량유지비 (601139),60113999,1,차량유지비(기타),,일반관리비,판매비및일반관리비 (6011),차량유지비 (601139),60113999,1,차량유지비(기타),,,,,,,,
,,,ETC,OP-401,60113709,1,수선비(차량),,일반관리비,판매비및일반관리비 (6011),차량유지비 (601139),60113709,1,수선비(차량),,일반관리비,판매비및일반관리비 (6011),차량유지비 (601139),60113709,1,수선비(차량),,,,,,,,
,,,ETC,OP-401,,,,,일반관리비,판매비및일반관리비 (6011),경상시험연구비 (601147),60114753,1,경상시험연구비(차량유지비(정보화투자)),,일반관리비,판매비및일반관리비 (6011),경상시험연구비 (601147),60114753,1,경상시험연구비(차량유지비(정보화투자)),,,,,,,,
,,,ETC,OP-401,60114751,1,경상시험연구비(차량유지비),,일반관리비,판매비및일반관리비 (6011),경상시험연구비 (601147),60114751,1,경상시험연구비(차량유지비),,일반관리비,판매비및일반관리비 (6011),경상시험연구비 (601147),60114751,1,경상시험연구비(차량유지비),,,,,,,,
,,,ETC,OP-401,50150901,1,원가)차량유지비(유류대),,용역원가,경 비 (5015),원가)차량유지비 (501509),50150901,1,원가)차량유지비(유류대),,용역원가,경 비 (5015),원가)차량유지비 (501509),50150901,1,원가)차량유지비(유류대),,,,,,,,
,,,ETC,OP-401,50150903,1,원가)차량유지비(주차비),,용역원가,경 비 (5015),원가)차량유지비 (501509),50150903,1,원가)차량유지비(주차비),,용역원가,경 비 (5015),원가)차량유지비 (501509),50150903,1,원가)차량유지비(주차비),,,,,,,,
,,,ETC,OP-401,50150905,1,원가)차량유지비(통행료),,용역원가,경 비 (5015),원가)차량유지비 (501509),50150905,1,원가)차량유지비(통행료),,용역원가,경 비 (5015),원가)차량유지비 (501509),50150905,1,원가)차량유지비(통행료),,,,,,,,
,,,ETC,OP-401,50150907,1,원가)차량유지비(수리비),,용역원가,경 비 (5015),원가)차량유지비 (501509),50150907,1,원가)차량유지비(수리비),,용역원가,경 비 (5015),원가)차량유지비 (501509),50150907,1,원가)차량유지비(수리비),,,,,,,,
,,,ETC,OP-401,50150909,1,원가)차량유지비(차량소모품비),,용역원가,경 비 (5015),원가)차량유지비 (501509),50150909,1,원가)차량유지비(차량소모품비),,용역원가,경 비 (5015),원가)차량유지비 (501509),50150909,1,원가)차량유지비(차량소모품비),,,,,,,,
,,,ETC,OP-401,50150709,1,원가)수선비(차량),,용역원가,경 비 (5015),원가)수선비 (501507),50150709,1,원가)수선비(차량),,용역원가,경 비 (5015),원가)수선비 (501507),50150709,1,원가)수선비(차량),,,,,,,,
,,,ETC,OP-401,50150999,1,원가)차량유지비(기타),,용역원가,경 비 (5015),원가)차량유지비 (501509),50150999,1,원가)차량유지비(기타),,용역원가,경 비 (5015),원가)차량유지비 (501509),50150999,1,원가)차량유지비(기타),,,,,,,,
,,차량리스료,ETC,OP-402,60114103,1,지급임차료(차량렌탈),,일반관리비,판매비및일반관리비 (6011),지급임차료 (601141),60114103,1,지급임차료(차량렌탈),,일반관리비,판매비및일반관리비 (6011),지급임차료 (601141),60114103,1,지급임차료(차량렌탈),,,,,,,,
,,,ETC,OP-402,50151105,1,원가)지급임차료(차량렌탈),,용역원가,경 비 (5015),원가)지급임차료 (501511),50151105,1,원가)지급임차료(차량렌탈),,용역원가,경 비 (5015),원가)지급임차료 (501511),50151105,1,원가)지급임차료(차량렌탈),,,,,,,,
,,운송비,ETC,OP-403,60113301,1,운반비(용달),,일반관리비,판매비및일반관리비 (6011),운반비 (601133),60113301,1,운반비(용달),,일반관리비,판매비및일반관리비 (6011),운반비 (601133),60113301,1,운반비(비품),,733,,운반비,,724,,운반비
,,,ETC,OP-403,60113303,1,운반비(서류),,일반관리비,판매비및일반관리비 (6011),운반비 (601133),60113303,1,운반비(서류),,일반관리비,판매비및일반관리비 (6011),운반비 (601133),60113303,1,운반비(서류),,,,,,609,,운반비
,,,ETC,OP-403,60113399,1,운반비(기타),,일반관리비,판매비및일반관리비 (6011),운반비 (601133),60113399,1,운반비(기타),,일반관리비,판매비및일반관리비 (6011),운반비 (601133),60113399,1,운반비(기타),,,,,,,,
,,,ETC,OP-403,60114737,1,경상시험연구비(운반비),,일반관리비,판매비및일반관리비 (6011),경상시험연구비 (601147),60114737,1,경상시험연구비(운반비),,일반관리비,판매비및일반관리비 (6011),경상시험연구비 (601147),60114737,1,경상시험연구비(운반비),,,,,,,,
,,,ETC,OP-403,,,,,일반관리비,판매비및일반관리비 (6011),경상시험연구비 (601147),60114738,1,경상시험연구비(운반비(연구관련)),,일반관리비,판매비및일반관리비 (6011),경상시험연구비 (601147),60114738,1,경상시험연구비(운반비(연구관련)),,,,,,,,
,,,ETC,OP-403,50150301,1,원가)운반비(용달),,용역원가,경 비 (5015),원가)운반비 (501503),50150301,1,원가)운반비(용달),,용역원가,경 비 (5015),원가)운반비 (501503),50150301,1,원가)운반비(비품),,,,,,,,
,,,ETC,OP-403,50150305,1,원가)운반비(서류),,용역원가,경 비 (5015),원가)운반비 (501503),50150305,1,원가)운반비(서류),,용역원가,경 비 (5015),원가)운반비 (501503),50150305,1,원가)운반비(서류),,,,,,,,
,,,ETC,OP-403,50150307,1,원가)운반비(서류(현장)),,용역원가,경 비 (5015),원가)운반비 (501503),50150307,1,원가)운반비(서류(현장)),,용역원가,경 비 (5015),원가)운반비 (501503),50150307,1,원가)운반비(서류(현장)),,,,,,,,
,,,ETC,OP-403,50150303,1,원가)운반비(비품(현장)),,용역원가,경 비 (5015),원가)운반비 (501503),50150303,1,원가)운반비(비품(현장)),,용역원가,경 비 (5015),원가)운반비 (501503),50150303,1,원가)운반비(비품(현장)),,,,,,,,
,,,ETC,OP-403,50150399,1,원가)운반비(기타),,용역원가,경 비 (5015),원가)운반비 (501503),50150399,1,원가)운반비(기타),,용역원가,경 비 (5015),원가)운반비 (501503),50150399,1,원가)운반비(기타),,,,,,,,
외주/전문서비스,연구/개발 용역비,연구용역비,ETC,OUT-101,60114724,1,경상시험연구비(연구개발비),,일반관리비,판매비및일반관리비 (6011),경상시험연구비 (601147),60114724,1,경상시험연구비(연구개발비),,일반관리비,판매비및일반관리비 (6011),경상시험연구비 (601147),60114724,1,경상시험연구비(연구개발비),,823,,연구개발비,,823,,연구개발비
,,,ETC,OUT-101,60114721,1,경상시험연구비(신기술용역비),,일반관리비,판매비및일반관리비 (6011),경상시험연구비 (601147),60114721,1,경상시험연구비(신기술용역비),,일반관리비,판매비및일반관리비 (6011),경상시험연구비 (601147),60114721,1,경상시험연구비(신기술용역비),,723,,시험용역,,723,,연구개발비
,,,ETC,OUT-101,50170105,1,원가)기술협력비(연구외주비),,용역원가,경 비 (5015),원가)지급수수료(501531),50153101,1,원가)지급수수료(제도대),,용역원가,경 비 (5015),원가)지급수수료 (501531),50153101,1,원가)지급수수료(제도대),,,,,,,,
,,,ETC,OUT-101,50154901,1,원가)연구비(협력비),,용역원가,기술협력비 (5017),원가)기술협력비 (501701),50170105,1,원가)기술협력비(연구외주비),,용역원가,기술협력비 (5017),원가)기술협력비 (501701),50170105,1,원가)기술협력비(연구외주비),,,,,,,,
,,,ETC,OUT-101,,,,,용역원가,경 비 (5015),원가)연구비(협력비) (501549),50154901,1,원가)연구비(협력비),,용역원가,경 비 (5015),원가)연구비(협력비) (501549),50154901,1,원가)연구비(협력비),,,,,,,,
,,외주개발비,ETC,OUT-102,50170103,1,원가)기술협력비(인력지원외주비),,용역원가,기술협력비 (5017),원가)기술협력비 (501701),50170103,1,원가)기술협력비(인력지원외주비),,용역원가,기술협력비 (5017),원가)기술협력비 (501701),50170103,1,원가)기술협력비(인력지원외주비),,725,,외주비 등,,,,
,,,ETC,OUT-102,50170199,1,원가)기술협력비(기타외주비),,용역원가,기술협력비 (5017),원가)기술협력비 (501701),50170199,1,원가)기술협력비(기타외주비),,용역원가,기술협력비 (5017),원가)기술협력비 (501701),50170199,1,원가)기술협력비(기타외주비),,,,,,,,
,,,ETC,OUT-102,50170101,1,원가)기술협력비(설계외주비),,용역원가,기술협력비 (5017),원가)기술협력비 (501701),50170101,1,원가)기술협력비(설계외주비),,용역원가,기술협력비 (5017),원가)기술협력비 (501701),50170101,1,원가)기술협력비(설계외주비),,,,,,,,
,,,ETC,OUT-102,50170107,1,원가)기술협력비(외국용역외주비),,용역원가,기술협력비 (5017),원가)기술협력비 (501701),50170107,1,원가)기술협력비(외국용역외주비),,용역원가,기술협력비 (5017),원가)기술협력비 (501701),50170107,1,원가)기술협력비(외국용역외주비),,,,,,,,
,,,ETC,OUT-102,50170109,1,원가)기술협력비(공동도급외주비),,용역원가,기술협력비 (5017),원가)기술협력비 (501701),50170109,1,원가)기술협력비(공동도급외주비),,용역원가,기술협력비 (5017),원가)기술협력비 (501701),50170109,1,원가)기술협력비(공동도급외주비),,,,,,,,
,,,ETC,OUT-102,60116301,1,지급수수료(용역수수료),,일반관리비,판매비및일반관리비 (6011),지급수수료 (601163),60116301,1,지급수수료(용역수수료),,일반관리비,판매비및일반관리비 (6011),지급수수료 (601163),60116301,1,지급수수료(용역수수료),,,,,,,,
,,,ETC,OUT-102,50153103,1,원가)지급수수료(용역수수료),,용역원가,경 비 (5015),원가)지급수수료 (501531),50153103,1,원가)지급수수료(용역수수료),,용역원가,경 비 (5015),원가)지급수수료 (501531),50153103,1,원가)지급수수료(용역수수료),,,,,,,,
,전문컨설팅비,전문컨설팅비,ETC,OUT-201,60116398,1,지급수수료(자문 및 번역 등),,일반관리비,판매비및일반관리비 (6011),지급수수료 (601163),60116398,1,지급수수료(자문 및 번역 등),,일반관리비,판매비및일반관리비 (6011),지급수수료 (601163),60116398,1,지급수수료(자문 및 번역 등),,831,,지급수수료,,,,
,,,ETC,OUT-201,50153109,1,"원가)지급수수료(자문비,공청회)",,용역원가,경 비 (5015),원가)지급수수료 (501531),50153109,1,"원가)지급수수료(자문비,공청회)",,용역원가,경 비 (5015),원가)지급수수료 (501531),50153109,1,"원가)지급수수료(자문비,공청회)",,,,,,,,
,,,ETC,OUT-201,60114778,1,경상시험연구비(자문료),,일반관리비,판매비및일반관리비 (6011),경상시험연구비 (601147),60114778,1,경상시험연구비(자문료),,일반관리비,판매비및일반관리비 (6011),경상시험연구비 (601147),60114778,1,경상시험연구비(자문료),,,,,,,,
